SR NO,Company Name,Symbol,SECTOR,INDUSTRY,ISIN Code
269,Senco Gold Ltd.,SENCO,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE602W01027
270,Shaily Engineering Plastics Ltd.,SHAILY,NIFTY CONSUMER DUR,Plastic Products,INE151G01028
270,Sheela Foam Ltd.,SFL,NIFTY CONSUMER DUR,Household & Personal Products,INE916U01025
271,Thangamayil Jewellery Ltd.,THANGAMAYL,NIFTY CONSUMER DUR,Diamond  &  Jewellery,INE085J01014
271,V-Guard Industries Ltd.,VGUARD,NIFTY CONSUMER DUR,Electric Equipment,INE951I01027
272,V.I.P. Industries Ltd.,VIPIND,NIFTY CONSUMER DUR,Household & Personal Products,INE054A01027
272,Vaibhav Global Ltd.,VAIBHAVGBL,NIFTY CONSUMER DUR,Retailing,INE884A01027
273,Wakefit Innovations Ltd.,WAKEFIT,NIFTY CONSUMER DUR,Household & Personal Products,INE0E7301029
273,Whirlpool of India Ltd.,WHIRLPOOL,NIFTY CONSUMER DUR,Consumer Durables - Domestic Appliances,INE716A01013
274,Dixon Technologies (India) Ltd.,DIXON,NIFTY CONSUMER DUR,Consumer Durables - Electronics,INE935N01020
274,360 ONE WAM Ltd.,360ONE,NIFT MIDSMALL FINANCIAL SERVICE,,INE466L01038
275,AU Small Finance Bank Ltd.,AUBANK,NIFT MIDSMALL FINANCIAL SERVICE,,INE949L01017
275,Aditya Birla Capital Ltd.,ABCAPITAL,NIFT MIDSMALL FINANCIAL SERVICE,,INE674K01013
276,Angel One Ltd.,ANGELONE,NIFT MIDSMALL FINANCIAL SERVICE,,INE732I01021
276,BSE Ltd.,BSE,NIFT MIDSMALL FINANCIAL SERVICE,,INE118H01025
277,Bandhan Bank Ltd.,BANDHANBNK,NIFT MIDSMALL FINANCIAL SERVICE,,INE545U01014
277,Bank of India,BANKINDIA,NIFT MIDSMALL FINANCIAL SERVICE,,INE084A01016
278,Central Depository Services (India) Ltd.,CDSL,NIFT MIDSMALL FINANCIAL SERVICE,,INE736A01011
278,Computer Age Management Services Ltd.,CAMS,NIFT MIDSMALL FINANCIAL SERVICE,,INE596I01020
279,Federal Bank Ltd.,FEDERALBNK,NIFT MIDSMALL FINANCIAL SERVICE,,INE171A01029
279,Housing & Urban Development Corporation Ltd.,HUDCO,NIFT MIDSMALL FINANCIAL SERVICE,,INE031A01017
280,ICICI Lombard General Insurance Company Ltd.,ICICIGI,NIFT MIDSMALL FINANCIAL SERVICE,,INE765G01017
280,ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,NIFT MIDSMALL FINANCIAL SERVICE,,INE726G01019
281,IDFC First Bank Ltd.,IDFCFIRSTB,NIFT MIDSMALL FINANCIAL SERVICE,,INE092T01019
281,Indian Bank,INDIANB,NIFT MIDSMALL FINANCIAL SERVICE,,INE562A01011
282,Indian Energy Exchange Ltd.,IEX,NIFT MIDSMALL FINANCIAL SERVICE,,INE022Q01020
282,IndusInd Bank Ltd.,INDUSINDBK,NIFT MIDSMALL FINANCIAL SERVICE,,INE095A01012
283,Kfin Technologies Ltd.,KFINTECH,NIFT MIDSMALL FINANCIAL SERVICE,,INE138Y01010
283,L&T Finance Ltd.,LTF,NIFT MIDSMALL FINANCIAL SERVICE,,INE498L01015
284,LIC Housing Finance Ltd.,LICHSGFIN,NIFT MIDSMALL FINANCIAL SERVICE,,INE115A01026
284,Life Insurance Corporation of India,LICI,NIFT MIDSMALL FINANCIAL SERVICE,,INE0J1Y01017
285,Manappuram Finance Ltd.,MANAPPURAM,NIFT MIDSMALL FINANCIAL SERVICE,,INE522D01027
285,Max Financial Services Ltd.,MFSL,NIFT MIDSMALL FINANCIAL SERVICE,,INE180A01020
286,Multi Commodity Exchange of India Ltd.,MCX,NIFT MIDSMALL FINANCIAL SERVICE,,INE745G01043
286,One 97 Communications Ltd.,PAYTM,NIFT MIDSMALL FINANCIAL SERVICE,,INE982J01020
287,PB Fintech Ltd.,POLICYBZR,NIFT MIDSMALL FINANCIAL SERVICE,,INE417T01026
287,PNB Housing Finance Ltd.,PNBHOUSING,NIFT MIDSMALL FINANCIAL SERVICE,,INE572E01012
288,RBL Bank Ltd.,RBLBANK,NIFT MIDSMALL FINANCIAL SERVICE,,INE976G01028
288,SBI Cards and Payment Services Ltd.,SBICARD,NIFT MIDSMALL FINANCIAL SERVICE,,INE018E01016
289,Yes Bank Ltd.,YESBANK,NIFT MIDSMALL FINANCIAL SERVICE,,INE528G01035
289,Hindustan Unilever Ltd.,HINDUNILVR,NIFTY FMCG,Household & Personal Products,INE030A01027
290,ITC Ltd.,ITC,NIFTY FMCG,Cigarettes/Tobacco,INE154A01025
290,Nestle India Ltd.,NESTLEIND,NIFTY FMCG,Consumer Food,INE239A01024
291,Tata Consumer Products Ltd.,TATACONSUM,NIFTY FMCG,Tea/Coffee,INE192A01025
291,Britannia Industries Ltd.,BRITANNIA,NIFTY FMCG,Consumer Food,INE216A01030
292,Godrej Consumer Products Ltd.,GODREJCP,NIFTY FMCG,Household & Personal Products,INE102D01028
292,United Spirits Ltd.,UNITDSPR,NIFTY FMCG,Breweries & Distilleries,INE854D01024
293,Varun Beverages Ltd.,VBL,NIFTY FMCG,Consumer Food,INE200M01039
293,Britannia Industries Ltd.,BRITANNIA,NIFTY FMCG,Consumer Food,INE216A01030
294,Godrej Consumer Products Ltd.,GODREJCP,NIFTY FMCG,Household & Personal Products,INE102D01028
294,Hindustan Unilever Ltd.,HINDUNILVR,NIFTY FMCG,Household & Personal Products,INE030A01027
295,ITC Ltd.,ITC,NIFTY FMCG,Cigarettes/Tobacco,INE154A01025
295,Nestle India Ltd.,NESTLEIND,NIFTY FMCG,Consumer Food,INE239A01024
296,Tata Consumer Products Ltd.,TATACONSUM,NIFTY FMCG,Tea/Coffee,INE192A01025
296,United Spirits Ltd.,UNITDSPR,NIFTY FMCG,Breweries & Distilleries,INE854D01024
297,Varun Beverages Ltd.,VBL,NIFTY FMCG,Consumer Food,INE200M01039
297,Britannia Industries Ltd.,BRITANNIA,NIFTY FMCG,Consumer Food,INE216A01030
298,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
298,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
299,Godfrey Phillips India Ltd.,GODFRYPHLP,NIFTY FMCG,Cigarettes/Tobacco,INE260B01028
299,Godrej Consumer Products Ltd.,GODREJCP,NIFTY FMCG,Household & Personal Products,INE102D01028
300,Hindustan Unilever Ltd.,HINDUNILVR,NIFTY FMCG,Household & Personal Products,INE030A01027
300,ITC Ltd.,ITC,NIFTY FMCG,Cigarettes/Tobacco,INE154A01025
301,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
301,Nestle India Ltd.,NESTLEIND,NIFTY FMCG,Consumer Food,INE239A01024
302,Patanjali Foods Ltd.,PATANJALI,NIFTY FMCG,Edible Oil,INE619A01035
302,Radico Khaitan Ltd,RADICO,NIFTY FMCG,Breweries & Distilleries,INE944F01028
303,Tata Consumer Products Ltd.,TATACONSUM,NIFTY FMCG,Tea/Coffee,INE192A01025
303,United Spirits Ltd.,UNITDSPR,NIFTY FMCG,Breweries & Distilleries,INE854D01024
304,Varun Beverages Ltd.,VBL,NIFTY FMCG,Consumer Food,INE200M01039
304,AWL Agri Business Ltd.,AWL,NIFTY FMCG,Edible Oil,INE699H01024
305,Allied Blenders and Distillers Ltd.,ABDL,NIFTY FMCG,Breweries & Distilleries,INE552Z01027
305,Balrampur Chini Mills Ltd.,BALRAMCHIN,NIFTY FMCG,Sugar,INE119A01028
306,Bikaji Foods International Ltd.,BIKAJI,NIFTY FMCG,Consumer Food,INE00E101023
306,Bombay Burmah Trading Corporation Ltd.,BBTC,NIFTY FMCG,Agriculture,INE050A01025
307,Britannia Industries Ltd.,BRITANNIA,NIFTY FMCG,Consumer Food,INE216A01030
307,CCL Products (I) Ltd.,CCL,NIFTY FMCG,Tea/Coffee,INE421D01022
308,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
308,DOMS Industries Ltd.,DOMS,NIFTY FMCG,Printing & Stationery,INE321T01012
309,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
309,E.I.D. Parry (India) Ltd.,EIDPARRY,NIFTY FMCG,Sugar,INE126A01031
310,Emami Ltd.,EMAMILTD,NIFTY FMCG,Household & Personal Products,INE548C01032
310,Gillette India Ltd.,GILLETTE,NIFTY FMCG,Household & Personal Products,INE322A01010
311,Godfrey Phillips India Ltd.,GODFRYPHLP,NIFTY FMCG,Cigarettes/Tobacco,INE260B01028
311,Godrej Consumer Products Ltd.,GODREJCP,NIFTY FMCG,Household & Personal Products,INE102D01028
312,Hindustan Unilever Ltd.,HINDUNILVR,NIFTY FMCG,Household & Personal Products,INE030A01027
312,Honasa Consumer Ltd.,HONASA,NIFTY FMCG,Trading,INE0J5401028
313,ITC Ltd.,ITC,NIFTY FMCG,Cigarettes/Tobacco,INE154A01025
313,LT Foods Ltd.,LTFOODS,NIFTY FMCG,Consumer Food,INE818H01020
314,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
314,Nestle India Ltd.,NESTLEIND,NIFTY FMCG,Consumer Food,INE239A01024
315,Patanjali Foods Ltd.,PATANJALI,NIFTY FMCG,Edible Oil,INE619A01035
315,Radico Khaitan Ltd,RADICO,NIFTY FMCG,Breweries & Distilleries,INE944F01028
316,Tata Consumer Products Ltd.,TATACONSUM,NIFTY FMCG,Tea/Coffee,INE192A01025
316,United Breweries Ltd.,UBL,NIFTY FMCG,Breweries & Distilleries,INE686F01025
317,United Spirits Ltd.,UNITDSPR,NIFTY FMCG,Breweries & Distilleries,INE854D01024
317,Varun Beverages Ltd.,VBL,NIFTY FMCG,Consumer Food,INE200M01039
318,Zydus Wellness Ltd.,ZYDUSWELL,NIFTY FMCG,Consumer Food,INE768C01028
318,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
319,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
319,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
320,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
320,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
321,Godfrey Phillips India Ltd.,GODFRYPHLP,NIFTY FMCG,Cigarettes/Tobacco,INE260B01028
321,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
322,Patanjali Foods Ltd.,PATANJALI,NIFTY FMCG,Edible Oil,INE619A01035
322,Radico Khaitan Ltd,RADICO,NIFTY FMCG,Breweries & Distilleries,INE944F01028
323,AWL Agri Business Ltd.,AWL,NIFTY FMCG,Edible Oil,INE699H01024
323,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
324,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
324,Godfrey Phillips India Ltd.,GODFRYPHLP,NIFTY FMCG,Cigarettes/Tobacco,INE260B01028
325,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
325,Patanjali Foods Ltd.,PATANJALI,NIFTY FMCG,Edible Oil,INE619A01035
326,Radico Khaitan Ltd,RADICO,NIFTY FMCG,Breweries & Distilleries,INE944F01028
326,United Breweries Ltd.,UBL,NIFTY FMCG,Breweries & Distilleries,INE686F01025
327,AWL Agri Business Ltd.,AWL,NIFTY FMCG,Edible Oil,INE699H01024
327,Allied Blenders and Distillers Ltd.,ABDL,NIFTY FMCG,Breweries & Distilleries,INE552Z01027
328,Balrampur Chini Mills Ltd.,BALRAMCHIN,NIFTY FMCG,Sugar,INE119A01028
328,Bikaji Foods International Ltd.,BIKAJI,NIFTY FMCG,Consumer Food,INE00E101023
329,Bombay Burmah Trading Corporation Ltd.,BBTC,NIFTY FMCG,Agriculture,INE050A01025
329,CCL Products (I) Ltd.,CCL,NIFTY FMCG,Tea/Coffee,INE421D01022
330,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
330,DOMS Industries Ltd.,DOMS,NIFTY FMCG,Printing & Stationery,INE321T01012
331,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
331,E.I.D. Parry (India) Ltd.,EIDPARRY,NIFTY FMCG,Sugar,INE126A01031
332,Emami Ltd.,EMAMILTD,NIFTY FMCG,Household & Personal Products,INE548C01032
332,Gillette India Ltd.,GILLETTE,NIFTY FMCG,Household & Personal Products,INE322A01010
333,Godfrey Phillips India Ltd.,GODFRYPHLP,NIFTY FMCG,Cigarettes/Tobacco,INE260B01028
333,Honasa Consumer Ltd.,HONASA,NIFTY FMCG,Trading,INE0J5401028
334,LT Foods Ltd.,LTFOODS,NIFTY FMCG,Consumer Food,INE818H01020
334,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
335,Patanjali Foods Ltd.,PATANJALI,NIFTY FMCG,Edible Oil,INE619A01035
335,Radico Khaitan Ltd,RADICO,NIFTY FMCG,Breweries & Distilleries,INE944F01028
336,United Breweries Ltd.,UBL,NIFTY FMCG,Breweries & Distilleries,INE686F01025
336,Zydus Wellness Ltd.,ZYDUSWELL,NIFTY FMCG,Consumer Food,INE768C01028
337,AWL Agri Business Ltd.,AWL,NIFTY FMCG,Edible Oil,INE699H01024
337,Allied Blenders and Distillers Ltd.,ABDL,NIFTY FMCG,Breweries & Distilleries,INE552Z01027
338,Avanti Feeds Ltd.,AVANTIFEED,NIFTY FMCG,Consumer Food,INE871C01038
338,Balrampur Chini Mills Ltd.,BALRAMCHIN,NIFTY FMCG,Sugar,INE119A01028
339,Bikaji Foods International Ltd.,BIKAJI,NIFTY FMCG,Consumer Food,INE00E101023
339,Bombay Burmah Trading Corporation Ltd.,BBTC,NIFTY FMCG,Agriculture,INE050A01025
340,Britannia Industries Ltd.,BRITANNIA,NIFTY FMCG,Consumer Food,INE216A01030
340,CCL Products (I) Ltd.,CCL,NIFTY FMCG,Tea/Coffee,INE421D01022
341,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
341,Cupid Ltd.,CUPID,NIFTY FMCG,Household & Personal Products,INE509F01029
342,DOMS Industries Ltd.,DOMS,NIFTY FMCG,Printing & Stationery,INE321T01012
342,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
343,E.I.D. Parry (India) Ltd.,EIDPARRY,NIFTY FMCG,Sugar,INE126A01031
343,Emami Ltd.,EMAMILTD,NIFTY FMCG,Household & Personal Products,INE548C01032
344,Gillette India Ltd.,GILLETTE,NIFTY FMCG,Household & Personal Products,INE322A01010
344,Godfrey Phillips India Ltd.,GODFRYPHLP,NIFTY FMCG,Cigarettes/Tobacco,INE260B01028
345,Godrej Agrovet Ltd.,GODREJAGRO,NIFTY FMCG,Animal Feed,INE850D01014
345,Godrej Consumer Products Ltd.,GODREJCP,NIFTY FMCG,Household & Personal Products,INE102D01028
346,Gokul Agro Resources Ltd.,GOKULAGRO,NIFTY FMCG,Edible Oil,INE314T01033
346,Gujarat Ambuja Exports Ltd.,GAEL,NIFTY FMCG,Solvent  Extraction,INE036B01030
347,Heritage Foods Ltd.,HERITGFOOD,NIFTY FMCG,Consumer Food,INE978A01027
347,Hindustan Unilever Ltd.,HINDUNILVR,NIFTY FMCG,Household & Personal Products,INE030A01027
348,Honasa Consumer Ltd.,HONASA,NIFTY FMCG,Trading,INE0J5401028
348,ITC Ltd.,ITC,NIFTY FMCG,Cigarettes/Tobacco,INE154A01025
349,India Glycols Ltd.,INDIAGLYCO,NIFTY FMCG,Chemicals,INE560A01023
349,Jyothy Labs Ltd.,JYOTHYLAB,NIFTY FMCG,Household & Personal Products,INE668F01031
350,KRBL Ltd.,KRBL,NIFTY FMCG,Consumer Food,INE001B01026
350,Kaveri Seed Company Ltd.,KSCL,NIFTY FMCG,Agriculture,INE455I01029
351,LT Foods Ltd.,LTFOODS,NIFTY FMCG,Consumer Food,INE818H01020
351,Manorama Industries Ltd.,MANORAMA,NIFTY FMCG,Solvent  Extraction,INE00VM01036
352,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
352,Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,NIFTY FMCG,Consumer Food,INE495P01020
353,Nestle India Ltd.,NESTLEIND,NIFTY FMCG,Consumer Food,INE239A01024
353,Orkla India Ltd.,ORKLAINDIA,NIFTY FMCG,Consumer Food,INE16NZ01023
354,Patanjali Foods Ltd.,PATANJALI,NIFTY FMCG,Edible Oil,INE619A01035
354,Piccadily Agro Industries Ltd.,PICCADIL,NIFTY FMCG,Breweries & Distilleries,INE546C01010
355,Radico Khaitan Ltd,RADICO,NIFTY FMCG,Breweries & Distilleries,INE944F01028
355,Shree Renuka Sugars Ltd.,RENUKA,NIFTY FMCG,Sugar,INE087H01022
356,Tata Consumer Products Ltd.,TATACONSUM,NIFTY FMCG,Tea/Coffee,INE192A01025
356,Tilaknagar Industries Ltd.,TI,NIFTY FMCG,Breweries & Distilleries,INE133E01013
357,Triveni Engineering & Industries Ltd.,TRIVENI,NIFTY FMCG,Sugar,INE256C01024
357,United Breweries Ltd.,UBL,NIFTY FMCG,Breweries & Distilleries,INE686F01025
358,United Spirits Ltd.,UNITDSPR,NIFTY FMCG,Breweries & Distilleries,INE854D01024
358,Varun Beverages Ltd.,VBL,NIFTY FMCG,Consumer Food,INE200M01039
359,Zydus Wellness Ltd.,ZYDUSWELL,NIFTY FMCG,Consumer Food,INE768C01028
359,AWL Agri Business Ltd.,AWL,NIFTY FMCG,Edible Oil,INE699H01024
360,Allied Blenders and Distillers Ltd.,ABDL,NIFTY FMCG,Breweries & Distilleries,INE552Z01027
360,Balrampur Chini Mills Ltd.,BALRAMCHIN,NIFTY FMCG,Sugar,INE119A01028
361,Bikaji Foods International Ltd.,BIKAJI,NIFTY FMCG,Consumer Food,INE00E101023
361,Bombay Burmah Trading Corporation Ltd.,BBTC,NIFTY FMCG,Agriculture,INE050A01025
362,Britannia Industries Ltd.,BRITANNIA,NIFTY FMCG,Consumer Food,INE216A01030
362,CCL Products (I) Ltd.,CCL,NIFTY FMCG,Tea/Coffee,INE421D01022
363,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
363,DOMS Industries Ltd.,DOMS,NIFTY FMCG,Printing & Stationery,INE321T01012
364,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
364,E.I.D. Parry (India) Ltd.,EIDPARRY,NIFTY FMCG,Sugar,INE126A01031
365,Emami Ltd.,EMAMILTD,NIFTY FMCG,Household & Personal Products,INE548C01032
365,Gillette India Ltd.,GILLETTE,NIFTY FMCG,Household & Personal Products,INE322A01010
366,Godfrey Phillips India Ltd.,GODFRYPHLP,NIFTY FMCG,Cigarettes/Tobacco,INE260B01028
366,Godrej Consumer Products Ltd.,GODREJCP,NIFTY FMCG,Household & Personal Products,INE102D01028
367,Hindustan Unilever Ltd.,HINDUNILVR,NIFTY FMCG,Household & Personal Products,INE030A01027
367,Honasa Consumer Ltd.,HONASA,NIFTY FMCG,Trading,INE0J5401028
368,ITC Ltd.,ITC,NIFTY FMCG,Cigarettes/Tobacco,INE154A01025
368,LT Foods Ltd.,LTFOODS,NIFTY FMCG,Consumer Food,INE818H01020
369,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
369,Nestle India Ltd.,NESTLEIND,NIFTY FMCG,Consumer Food,INE239A01024
370,Patanjali Foods Ltd.,PATANJALI,NIFTY FMCG,Edible Oil,INE619A01035
370,Radico Khaitan Ltd,RADICO,NIFTY FMCG,Breweries & Distilleries,INE944F01028
371,Tata Consumer Products Ltd.,TATACONSUM,NIFTY FMCG,Tea/Coffee,INE192A01025
371,United Breweries Ltd.,UBL,NIFTY FMCG,Breweries & Distilleries,INE686F01025
372,United Spirits Ltd.,UNITDSPR,NIFTY FMCG,Breweries & Distilleries,INE854D01024
372,Varun Beverages Ltd.,VBL,NIFTY FMCG,Consumer Food,INE200M01039
373,Zydus Wellness Ltd.,ZYDUSWELL,NIFTY FMCG,Consumer Food,INE768C01028
373,AWL Agri Business Ltd.,AWL,NIFTY FMCG,Edible Oil,INE699H01024
374,Britannia Industries Ltd.,BRITANNIA,NIFTY FMCG,Consumer Food,INE216A01030
374,Colgate Palmolive (India) Ltd.,COLPAL,NIFTY FMCG,Household & Personal Products,INE259A01022
375,Dabur India Ltd.,DABUR,NIFTY FMCG,Household & Personal Products,INE016A01026
375,Godfrey Phillips India Ltd.,GODFRYPHLP,NIFTY FMCG,Cigarettes/Tobacco,INE260B01028
376,Godrej Consumer Products Ltd.,GODREJCP,NIFTY FMCG,Household & Personal Products,INE102D01028
376,Hindustan Unilever Ltd.,HINDUNILVR,NIFTY FMCG,Household & Personal Products,INE030A01027
377,ITC Ltd.,ITC,NIFTY FMCG,Cigarettes/Tobacco,INE154A01025
377,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
378,Nestle India Ltd.,NESTLEIND,NIFTY FMCG,Consumer Food,INE239A01024
378,Patanjali Foods Ltd.,PATANJALI,NIFTY FMCG,Edible Oil,INE619A01035
379,Radico Khaitan Ltd,RADICO,NIFTY FMCG,Breweries & Distilleries,INE944F01028
379,Tata Consumer Products Ltd.,TATACONSUM,NIFTY FMCG,Tea/Coffee,INE192A01025
380,United Breweries Ltd.,UBL,NIFTY FMCG,Breweries & Distilleries,INE686F01025
380,United Spirits Ltd.,UNITDSPR,NIFTY FMCG,Breweries & Distilleries,INE854D01024
381,Varun Beverages Ltd.,VBL,NIFTY FMCG,Consumer Food,INE200M01039
381,Allied Blenders and Distillers Ltd.,ABDL,NIFTY FMCG,Breweries & Distilleries,INE552Z01027
382,Balrampur Chini Mills Ltd.,BALRAMCHIN,NIFTY FMCG,Sugar,INE119A01028
382,Bikaji Foods International Ltd.,BIKAJI,NIFTY FMCG,Consumer Food,INE00E101023
383,Bombay Burmah Trading Corporation Ltd.,BBTC,NIFTY FMCG,Agriculture,INE050A01025
383,CCL Products (I) Ltd.,CCL,NIFTY FMCG,Tea/Coffee,INE421D01022
384,DOMS Industries Ltd.,DOMS,NIFTY FMCG,Printing & Stationery,INE321T01012
384,E.I.D. Parry (India) Ltd.,EIDPARRY,NIFTY FMCG,Sugar,INE126A01031
385,Emami Ltd.,EMAMILTD,NIFTY FMCG,Household & Personal Products,INE548C01032
385,Gillette India Ltd.,GILLETTE,NIFTY FMCG,Household & Personal Products,INE322A01010
386,Honasa Consumer Ltd.,HONASA,NIFTY FMCG,Trading,INE0J5401028
386,LT Foods Ltd.,LTFOODS,NIFTY FMCG,Consumer Food,INE818H01020
387,Zydus Wellness Ltd.,ZYDUSWELL,NIFTY FMCG,Consumer Food,INE768C01028
387,Allied Blenders and Distillers Ltd.,ABDL,NIFTY FMCG,Breweries & Distilleries,INE552Z01027
388,Avanti Feeds Ltd.,AVANTIFEED,NIFTY FMCG,Consumer Food,INE871C01038
388,Balrampur Chini Mills Ltd.,BALRAMCHIN,NIFTY FMCG,Sugar,INE119A01028
389,Bikaji Foods International Ltd.,BIKAJI,NIFTY FMCG,Consumer Food,INE00E101023
389,Bombay Burmah Trading Corporation Ltd.,BBTC,NIFTY FMCG,Agriculture,INE050A01025
390,CCL Products (I) Ltd.,CCL,NIFTY FMCG,Tea/Coffee,INE421D01022
390,Cupid Ltd.,CUPID,NIFTY FMCG,Household & Personal Products,INE509F01029
391,DOMS Industries Ltd.,DOMS,NIFTY FMCG,Printing & Stationery,INE321T01012
391,E.I.D. Parry (India) Ltd.,EIDPARRY,NIFTY FMCG,Sugar,INE126A01031
392,Emami Ltd.,EMAMILTD,NIFTY FMCG,Household & Personal Products,INE548C01032
392,Gillette India Ltd.,GILLETTE,NIFTY FMCG,Household & Personal Products,INE322A01010
393,Godrej Agrovet Ltd.,GODREJAGRO,NIFTY FMCG,Animal Feed,INE850D01014
393,Gokul Agro Resources Ltd.,GOKULAGRO,NIFTY FMCG,Edible Oil,INE314T01033
394,Gujarat Ambuja Exports Ltd.,GAEL,NIFTY FMCG,Solvent  Extraction,INE036B01030
394,Hatsun Agro Product Ltd.,HATSUN,NIFTY FMCG,Consumer Food,INE473B01035
395,Heritage Foods Ltd.,HERITGFOOD,NIFTY FMCG,Consumer Food,INE978A01027
395,Honasa Consumer Ltd.,HONASA,NIFTY FMCG,Trading,INE0J5401028
396,India Glycols Ltd.,INDIAGLYCO,NIFTY FMCG,Chemicals,INE560A01023
396,Jyothy Labs Ltd.,JYOTHYLAB,NIFTY FMCG,Household & Personal Products,INE668F01031
397,KRBL Ltd.,KRBL,NIFTY FMCG,Consumer Food,INE001B01026
397,Kaveri Seed Company Ltd.,KSCL,NIFTY FMCG,Agriculture,INE455I01029
398,LT Foods Ltd.,LTFOODS,NIFTY FMCG,Consumer Food,INE818H01020
398,Manorama Industries Ltd.,MANORAMA,NIFTY FMCG,Solvent  Extraction,INE00VM01036
399,Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,NIFTY FMCG,Consumer Food,INE495P01020
399,Orkla India Ltd.,ORKLAINDIA,NIFTY FMCG,Consumer Food,INE16NZ01023
400,Piccadily Agro Industries Ltd.,PICCADIL,NIFTY FMCG,Breweries & Distilleries,INE546C01010
400,Shree Renuka Sugars Ltd.,RENUKA,NIFTY FMCG,Sugar,INE087H01022
401,Tilaknagar Industries Ltd.,TI,NIFTY FMCG,Breweries & Distilleries,INE133E01013
401,Triveni Engineering & Industries Ltd.,TRIVENI,NIFTY FMCG,Sugar,INE256C01024
402,Zydus Wellness Ltd.,ZYDUSWELL,NIFTY FMCG,Consumer Food,INE768C01028
402,Marico Ltd.,MARICO,NIFTY FMCG,Consumer Food,INE196A01026
403,Abbott India Ltd.,ABBOTINDIA,NIFTY MIDSMALL HC,,INE358A01014
403,Ajanta Pharmaceuticals Ltd.,AJANTPHARM,NIFTY MIDSMALL HC,,INE031B01049
404,Alkem Laboratories Ltd.,ALKEM,NIFTY MIDSMALL HC,,INE540L01014
404,Aster DM Healthcare Ltd.,ASTERDM,NIFTY MIDSMALL HC,,INE914M01019
405,Aurobindo Pharma Ltd.,AUROPHARMA,NIFTY MIDSMALL HC,,INE406A01037
405,Biocon Ltd.,BIOCON,NIFTY MIDSMALL HC,,INE376G01013
406,Cohance Lifesciences Ltd.,COHANCE,NIFTY MIDSMALL HC,,INE03QK01018
406,Dr. Lal Path Labs Ltd.,LALPATHLAB,NIFTY MIDSMALL HC,,INE600L01024
407,Fortis Healthcare Ltd.,FORTIS,NIFTY MIDSMALL HC,,INE061F01013
407,Gland Pharma Ltd.,GLAND,NIFTY MIDSMALL HC,,INE068V01023
408,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,NIFTY MIDSMALL HC,,INE159A01016
408,Glenmark Pharmaceuticals Ltd.,GLENMARK,NIFTY MIDSMALL HC,,INE935A01035
409,Global Health Ltd.,MEDANTA,NIFTY MIDSMALL HC,,INE474Q01031
409,Granules India Ltd.,GRANULES,NIFTY MIDSMALL HC,,INE101D01020
410,Ipca Laboratories Ltd.,IPCALAB,NIFTY MIDSMALL HC,,INE571A01038
410,J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,NIFTY MIDSMALL HC,,INE572A01036
411,Krishna Institute of Medical Sciences Ltd.,KIMS,NIFTY MIDSMALL HC,,INE967H01025
411,Laurus Labs Ltd.,LAURUSLABS,NIFTY MIDSMALL HC,,INE947Q01028
